Date,Open,High,Low,Close,Company,Ticker
2025-03-26 00:00:00+05:30,1626.0,1637.75,1595.0,1599.449951171875,Infosys,INFY.NS
2025-03-27 00:00:00+05:30,1595.550048828125,1619.949951171875,1586.0,1603.550048828125,Infosys,INFY.NS
2025-03-28 00:00:00+05:30,1590.0,1598.449951171875,1560.0,1570.6500244140625,Infosys,INFY.NS
2025-04-01 00:00:00+05:30,1539.25,1547.4000244140625,1517.8499755859375,1526.5,Infosys,INFY.NS
2025-04-02 00:00:00+05:30,1535.199951171875,1555.6500244140625,1535.199951171875,1550.1500244140625,Infosys,INFY.NS
2025-04-03 00:00:00+05:30,1534.6500244140625,1534.6500244140625,1485.050048828125,1496.5,Infosys,INFY.NS
2025-04-04 00:00:00+05:30,1460.5,1472.0,1448.0,1451.6500244140625,Infosys,INFY.NS
2025-04-07 00:00:00+05:30,1352.0,1405.9000244140625,1307.0,1396.75,Infosys,INFY.NS
2025-04-08 00:00:00+05:30,1431.0,1456.5,1415.0,1428.800048828125,Infosys,INFY.NS
2025-04-09 00:00:00+05:30,1405.050048828125,1409.449951171875,1381.9000244140625,1403.699951171875,Infosys,INFY.NS
2025-04-11 00:00:00+05:30,1411.25,1438.800048828125,1397.050048828125,1409.449951171875,Infosys,INFY.NS
2025-04-15 00:00:00+05:30,1445.5999755859375,1447.699951171875,1409.0,1426.0,Infosys,INFY.NS
2025-04-16 00:00:00+05:30,1425.0,1427.5,1396.800048828125,1413.0999755859375,Infosys,INFY.NS
2025-03-18 00:00:00+05:30,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,Reliance Industries,RELIANCE.NS
2025-03-19 00:00:00+05:30,1241.050048828125,1253.25,1238.800048828125,1247.1500244140625,Reliance Industries,RELIANCE.NS
2025-03-20 00:00:00+05:30,1251.8499755859375,1273.0,1250.050048828125,1269.1500244140625,Reliance Industries,RELIANCE.NS
2025-03-21 00:00:00+05:30,1275.0,1281.0,1270.0999755859375,1276.3499755859375,Reliance Industries,RELIANCE.NS
2025-03-24 00:00:00+05:30,1291.0,1306.0,1284.25,1302.0999755859375,Reliance Industries,RELIANCE.NS
2025-03-25 00:00:00+05:30,1307.699951171875,1307.699951171875,1282.5999755859375,1285.449951171875,Reliance Industries,RELIANCE.NS
2025-03-26 00:00:00+05:30,1291.0,1293.800048828125,1268.75,1273.050048828125,Reliance Industries,RELIANCE.NS
2025-03-27 00:00:00+05:30,1278.1500244140625,1285.0,1271.300048828125,1278.199951171875,Reliance Industries,RELIANCE.NS
2025-03-28 00:00:00+05:30,1280.0,1295.75,1269.0,1275.0999755859375,Reliance Industries,RELIANCE.NS
2025-04-01 00:00:00+05:30,1264.5999755859375,1277.9000244140625,1249.300048828125,1252.5999755859375,Reliance Industries,RELIANCE.NS
2025-04-02 00:00:00+05:30,1247.550048828125,1255.550048828125,1243.9000244140625,1251.1500244140625,Reliance Industries,RELIANCE.NS
2025-04-03 00:00:00+05:30,1233.050048828125,1251.800048828125,1233.050048828125,1248.699951171875,Reliance Industries,RELIANCE.NS
2025-04-04 00:00:00+05:30,1241.0999755859375,1245.449951171875,1193.1500244140625,1204.699951171875,Reliance Industries,RELIANCE.NS
2025-04-07 00:00:00+05:30,1132.199951171875,1171.25,1114.8499755859375,1165.699951171875,Reliance Industries,RELIANCE.NS
2025-04-08 00:00:00+05:30,1172.0,1196.5999755859375,1163.300048828125,1182.199951171875,Reliance Industries,RELIANCE.NS
2025-04-09 00:00:00+05:30,1169.5,1189.800048828125,1168.0,1185.3499755859375,Reliance Industries,RELIANCE.NS
2025-04-11 00:00:00+05:30,1195.1500244140625,1222.6500244140625,1195.1500244140625,1218.949951171875,Reliance Industries,RELIANCE.NS
2025-04-15 00:00:00+05:30,1251.0,1251.0,1237.0999755859375,1240.0999755859375,Reliance Industries,RELIANCE.NS
2025-04-16 00:00:00+05:30,1234.0999755859375,1240.9000244140625,1229.0,1239.300048828125,Reliance Industries,RELIANCE.NS
2025-03-18 00:00:00+05:30,1710.4000244140625,1710.4000244140625,1710.4000244140625,1710.4000244140625,HDFC Bank,HDFCBANK.NS
2025-03-19 00:00:00+05:30,1735.0,1751.0,1732.199951171875,1744.0999755859375,HDFC Bank,HDFCBANK.NS
2025-03-20 00:00:00+05:30,1754.0,1774.0,1749.300048828125,1768.75,HDFC Bank,HDFCBANK.NS
2025-03-21 00:00:00+05:30,1755.550048828125,1774.0999755859375,1755.550048828125,1770.3499755859375,HDFC Bank,HDFCBANK.NS
2025-03-24 00:00:00+05:30,1779.0,1804.4000244140625,1773.6500244140625,1800.0,HDFC Bank,HDFCBANK.NS
2025-03-25 00:00:00+05:30,1804.9000244140625,1843.699951171875,1801.5,1821.449951171875,HDFC Bank,HDFCBANK.NS
2025-03-26 00:00:00+05:30,1825.0,1827.5,1802.0,1806.550048828125,HDFC Bank,HDFCBANK.NS
2025-03-27 00:00:00+05:30,1800.0,1841.0,1798.0999755859375,1825.3499755859375,HDFC Bank,HDFCBANK.NS
2025-03-28 00:00:00+05:30,1829.0,1836.0,1805.8499755859375,1828.199951171875,HDFC Bank,HDFCBANK.NS
2025-04-01 00:00:00+05:30,1802.0,1809.9000244140625,1765.3499755859375,1767.8499755859375,HDFC Bank,HDFCBANK.NS
2025-04-02 00:00:00+05:30,1770.699951171875,1799.199951171875,1770.699951171875,1796.9000244140625,HDFC Bank,HDFCBANK.NS
2025-04-03 00:00:00+05:30,1781.0999755859375,1804.0,1777.0,1794.8499755859375,HDFC Bank,HDFCBANK.NS
2025-04-04 00:00:00+05:30,1813.0,1841.949951171875,1811.0999755859375,1817.300048828125,HDFC Bank,HDFCBANK.NS
2025-04-07 00:00:00+05:30,1762.800048828125,1779.8499755859375,1738.199951171875,1757.699951171875,HDFC Bank,HDFCBANK.NS
2025-04-08 00:00:00+05:30,1765.0,1782.0,1750.300048828125,1769.1500244140625,HDFC Bank,HDFCBANK.NS
2025-04-09 00:00:00+05:30,1765.0,1775.0,1753.5,1765.0,HDFC Bank,HDFCBANK.NS
2025-04-11 00:00:00+05:30,1774.75,1819.4000244140625,1774.75,1806.75,HDFC Bank,HDFCBANK.NS
2025-04-15 00:00:00+05:30,1865.0,1876.800048828125,1855.0,1864.9000244140625,HDFC Bank,HDFCBANK.NS
2025-04-16 00:00:00+05:30,1883.800048828125,1883.800048828125,1860.5,1878.0,HDFC Bank,HDFCBANK.NS
2025-03-18 00:00:00+05:30,407.95001220703125,407.95001220703125,407.95001220703125,407.95001220703125,ITC,ITC.NS
2025-03-19 00:00:00+05:30,410.0,410.75,402.6000061035156,403.04998779296875,ITC,ITC.NS
2025-03-20 00:00:00+05:30,405.0,406.6499938964844,401.8999938964844,403.95001220703125,ITC,ITC.NS
2025-03-21 00:00:00+05:30,405.95001220703125,407.5,401.70001220703125,405.54998779296875,ITC,ITC.NS
2025-03-24 00:00:00+05:30,407.0,412.8500061035156,405.6000061035156,410.8999938964844,ITC,ITC.NS
2025-03-25 00:00:00+05:30,412.0,415.25,408.70001220703125,409.79998779296875,ITC,ITC.NS
2025-03-26 00:00:00+05:30,410.29998779296875,411.20001220703125,406.25,407.3500061035156,ITC,ITC.NS
2025-03-27 00:00:00+05:30,408.0,410.70001220703125,405.6499938964844,409.45001220703125,ITC,ITC.NS
2025-03-28 00:00:00+05:30,410.8999938964844,415.6000061035156,408.1499938964844,409.75,ITC,ITC.NS
2025-04-01 00:00:00+05:30,409.79998779296875,414.3999938964844,405.6000061035156,406.6499938964844,ITC,ITC.NS
2025-04-02 00:00:00+05:30,407.04998779296875,410.0,406.04998779296875,409.04998779296875,ITC,ITC.NS
2025-04-03 00:00:00+05:30,407.04998779296875,410.20001220703125,406.70001220703125,409.3999938964844,ITC,ITC.NS
2025-04-04 00:00:00+05:30,407.5,412.79998779296875,404.5,409.70001220703125,ITC,ITC.NS
2025-04-07 00:00:00+05:30,390.1499938964844,408.1000061035156,390.1499938964844,406.04998779296875,ITC,ITC.NS
2025-04-08 00:00:00+05:30,411.8999938964844,415.79998779296875,407.25,412.54998779296875,ITC,ITC.NS
2025-04-09 00:00:00+05:30,413.0,419.04998779296875,411.25,416.29998779296875,ITC,ITC.NS
2025-04-11 00:00:00+05:30,420.0,422.45001220703125,417.0,421.54998779296875,ITC,ITC.NS
2025-04-15 00:00:00+05:30,429.20001220703125,429.20001220703125,419.0,420.3999938964844,ITC,ITC.NS
2025-04-16 00:00:00+05:30,418.0,426.04998779296875,418.0,424.45001220703125,ITC,ITC.NS
